id,title,companyId,description,minCgpa,requiredSkills,eligibleBranches,status,jobType,stipendAmount,ppoAmount,ctcAmount,createdAt,updatedAt
30127,Campus Hire - Nexturn,20063,"Nexturn is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 8.156. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.156,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Information Technology""}",OPEN,FTE_ONLY,,,700000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30128,BDA - Nyera's Edutec,20064,"Nyera's Edutec is hiring for the BDA role through the 2026 campus placement process. This posting is open to Electrical Engineering, Metallurgical and Materials Engineering students with minimum CGPA 0. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",0,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Electrical Engineering"",""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,750000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30129,BDA - Nyera's Edutec,20064,"Nyera's Edutec is hiring for the BDA role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 0. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",0,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,750000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30130,CSS Engineer - Oracle,20066,"Oracle is hiring for the CSS Engineer role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 8.207. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.207,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,1284000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30131,GET - ORC Engineering,20067,"ORC Engineering is hiring for the GET role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 7.133. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.133,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30132,Junior Engineer - ORC Engineering,20067,"ORC Engineering is hiring for the Junior Engineer role through the 2026 campus placement process. This posting is open to Civil Engineering students with minimum CGPA 6.367. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.367,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Civil Engineering""}",OPEN,FTE_ONLY,,,650000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30133,Campus Hire - P3C Tech,20068,"P3C Tech is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 7.293. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.293,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30134,R&D - P3C Tech,20068,"P3C Tech is hiring for the R&D role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 6.9. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.9,"{""Research"",""Technical Documentation"",""Problem Solving"",""Engineering Fundamentals""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30135,Campus Hire - Physics Wallah,20069,"Physics Wallah is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 8.156. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.156,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Information Technology""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30136,Campus Hire - Physics Wallah,20069,"Physics Wallah is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 6.833. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.833,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30137,FACULTY - Physics Wallah,20069,"Physics Wallah is hiring for the FACULTY role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 7.587. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.587,"{""Subject Knowledge"",""Teaching"",""Communication"",""Mentoring""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,650000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30138,Graduate Trainee Faculty - Physics Wallah,20069,"Physics Wallah is hiring for the Graduate Trainee Faculty role through the 2026 campus placement process. This posting is open to Civil Engineering students with minimum CGPA 6.987. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.987,"{""Subject Knowledge"",""Teaching"",""Communication"",""Mentoring""}","{""Civil Engineering""}",OPEN,FTE_ONLY,,,650000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30139,GTF - Physics Wallah,20069,"Physics Wallah is hiring for the GTF role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 7.7. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.7,"{""Subject Knowledge"",""Teaching"",""Communication"",""Mentoring""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,650000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30140,Teacher - Physics Wallah,20069,"Physics Wallah is hiring for the Teacher role through the 2026 campus placement process. This posting is open to Electrical Engineering students with minimum CGPA 7.153. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.153,"{""Subject Knowledge"",""Teaching"",""Communication"",""Mentoring""}","{""Electrical Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30141,Campus Hire - Pinnacle,20070,"Pinnacle is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 8.087. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.087,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,850000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30142,Campus Hire - Pinnacle,20070,"Pinnacle is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 7.653. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.653,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,800000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30143,GET - Pinnacle,20070,"Pinnacle is hiring for the GET role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 7.22. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.22,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,800000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30144,AV Programmer - Power Bridge,20071,"Power Bridge is hiring for the AV Programmer role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 7.487. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.487,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Electronics and Communication Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30145,SDE - Practo,20072,"Practo is hiring for the SDE role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 6.599. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.599,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Information Technology""}",OPEN,FTE_ONLY,,,1200000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30146,Campus Hire - Publicis Sapient,20073,"Publicis Sapient is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 8.068. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.068,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Information Technology""}",OPEN,FTE_ONLY,,,848000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30147,SDE - Publicis Sapient,20073,"Publicis Sapient is hiring for the SDE role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 8.04. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.04,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,850000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30148,BDA - Pursuit Future Technologies,20074,"Pursuit Future Technologies is hiring for the BDA role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 0. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",0,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30149,SDE - Quantiphi,20075,"Quantiphi is hiring for the SDE role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 7.99. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.99,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Electronics and Communication Engineering""}",OPEN,INTERN_FTE,,,850000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30150,Technical Account Manager - Rdash,20076,"Rdash is hiring for the Technical Account Manager role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 7. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electronics and Communication Engineering""}",OPEN,INTERN_PPO,,,650000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30151,Campus Hire - RIL,20077,"RIL is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Civil Engineering students with minimum CGPA 6.493. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.493,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Civil Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30152,Patent Analyst - Sagacious Elevate,20078,"Sagacious Elevate is hiring for the Patent Analyst role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 6.5. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.5,"{""Data Analysis"",""SQL"",""Problem Solving"",""Excel""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,550000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30153,Campus Hire - Samsung R&D,20079,"Samsung R&D is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 8.407. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.407,"{""Research"",""Technical Documentation"",""Problem Solving"",""Engineering Fundamentals""}","{""Electronics and Communication Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30154,Campus Hire - Samsung R&D,20079,"Samsung R&D is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 8.095. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.095,"{""Research"",""Technical Documentation"",""Problem Solving"",""Engineering Fundamentals""}","{""Information Technology""}",OPEN,INTERN_ONLY,45000,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30155,R&D Engineer - Samsung R&D Noida,20080,"Samsung R&D Noida is hiring for the R&D Engineer role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 8.807. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.807,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,1500000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30156,SALES - SD INDUSTRIES,20081,"SD INDUSTRIES is hiring for the SALES role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 5.823. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",5.823,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Information Technology""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30157,GET - Shree Cement,20082,"Shree Cement is hiring for the GET role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 7.12. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.12,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,500000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30158,GET - Siemens,20084,"Siemens is hiring for the GET role through the 2026 campus placement process. This posting is open to Electrical Engineering students with minimum CGPA 7.307. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.307,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Electrical Engineering""}",OPEN,FTE_ONLY,,,750000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30159,Campus Hire - Sigmoid,20085,"Sigmoid is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 7.267. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.267,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electronics and Communication Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30160,Data Engineer - Sigmoid,20085,"Sigmoid is hiring for the Data Engineer role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 7.213. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.213,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,800000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30161,DE - Sigmoid,20085,"Sigmoid is hiring for the DE role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 7.83. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.83,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Information Technology""}",OPEN,FTE_ONLY,,,800000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30162,AI/ML Intern - Sima AI,20086,"Sima AI is hiring for the AI/ML Intern role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 7.48. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.48,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Computer Science and Engineering""}",OPEN,INTERN_ONLY,50000,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30163,FACULTY - Sri Chaitanya,20087,"Sri Chaitanya is hiring for the FACULTY role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 6.26. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.26,"{""Subject Knowledge"",""Teaching"",""Communication"",""Mentoring""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,500000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30164,GET - TATA Power DDL,20088,"TATA Power DDL is hiring for the GET role through the 2026 campus placement process. This posting is open to Electrical Engineering students with minimum CGPA 6.673. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.673,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Electrical Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30165,SDE - Tavant,20089,"Tavant is hiring for the SDE role through the 2026 campus placement process. This posting is open to Computer Science and Engineering, Information Technology students with minimum CGPA 8.193. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.193,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering"",""Information Technology""}",OPEN,FTE_ONLY,,,1000000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30166,Full Stack Developer - TMRW,20090,"TMRW is hiring for the Full Stack Developer role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 8.973. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.973,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,1300000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30167,Operations intern - TRAV CLAN,20091,"TRAV CLAN is hiring for the Operations intern role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 6.427. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.427,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,540000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30168,Campus Hire - UKG,20092,"UKG is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 7.823. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.823,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Information Technology""}",OPEN,FTE_ONLY,,,1590000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30169,Campus Hire - UKG,20092,"UKG is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 7.313. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.313,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Information Technology""}",OPEN,FTE_ONLY,,,1590000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30170,Technical Consultant - UKG,20092,"UKG is hiring for the Technical Consultant role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 9.24. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",9.24,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electronics and Communication Engineering""}",OPEN,INTERN_FTE,,,1590000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30171,FACULTY - Unacademy,20093,"Unacademy is hiring for the FACULTY role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 8.467. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.467,"{""Subject Knowledge"",""Teaching"",""Communication"",""Mentoring""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30172,Campus Hire - Vedanta Limited,20094,"Vedanta Limited is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Electrical Engineering students with minimum CGPA 7.073. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.073,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electrical Engineering""}",OPEN,FTE_ONLY,,,1145000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30173,GeT - Vedanta Limited,20094,"Vedanta Limited is hiring for the GeT role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 6.493. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.493,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,1100000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30174,GET - Vedanta Limited,20094,"Vedanta Limited is hiring for the GET role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 6.313. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.313,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,1350000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30175,GET - Voltas,20095,"Voltas is hiring for the GET role through the 2026 campus placement process. This posting is open to Electrical Engineering, Mechanical Engineering students with minimum CGPA 7.473. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.473,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Electrical Engineering"",""Mechanical Engineering""}",OPEN,FTE_ONLY,,,500000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
